asin,parent_asin,rating,title_x,text,timestamp,verified_purchase,helpful_vote,which_product,dt,title_y,is_complaint
B00YQ6X8EO,B00YQ6X8EO,5.0,Herbivore coconut sea mist is literally the best ever.,I've gone through something like four bottles at this point and continuously re-up whenever I'm running out. I like to buy mine locally but if I know I won't have time to get to the store then I'll order online to stay stocked. It's maybe $2 on more for the convenience but it's reliable and the same excellent quality I've become accustomed to.,2000000000,True,2,MY_PRODUCT,2033-05-18 03:33:20,"Herbivore - Natural Sea Mist Texturizing Salt Spray (Coconut, 8 oz)",False
B007IAE5WY,B085BB7B1M,5.0,Better than a wash rag,They are great if you follow the instructions. Cause the soap to really lather up. Much better than a wash rag. Easy rinse thru. Dry super nice. Extra long for back washing. Love them.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,easiest way to get smooth skin!,"I've tried Korean bath mitts and I liked them, but found them not very ergonomic and I don't like that they're not really meant to be used with cleanser. Salux cloths are so easy to use and I love how much lather you get with your soap. I use it full length for my back and then fold it up to be about hand-sized and use that for the rest of my body. No tub cleanup like a sugar scrub requires and you get squeaky clean! My skin is so smooth and I never get ingrown hairs from shaving anymore. Highly recommend!",2000000000,True,5,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,These wash cloths are the best and Japanese,The absolute best on the market.  They have a long life...one year or more each... and do the job of a perfect wash cloth.  They are a little rough at first but after a few seconds you will get  used to the material.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Five Stars,Way better than a traditional American loofah. Its super long and really rough so it cleans really well.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,AZ Reviews,"Everything about this scrubber is awesome!!! Lathers great, rinses great and gives you the right amount of scrub. Great product. Highly recommend.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Superb exfoliating product!,"I did not rate softness as that is not the purpose of this product. It has done a great job of exfoliating and leaving my skin MUCH softer. Also love how I can get my back so well with it due to the length. I bought the 3 pack, one for me and two for gifts. A great price performer!",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Best shower,Been using these for years if you can take the abrasive nature you will not regret your purchase. These make me feel cleaner than anything I've ever used just be careful around your private areas.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,I love it! The shipping was fast and the product ...,I love it ! The shipping was fast and the product is amazing! My skin is so soft now !,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Excellent Exfoliator,These are fantastic.  You can scrub your whole body. Makes you feel like you left a spa after showering with these.  LOVE,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B00YQ6X8EO,B00YQ6X8EO,4.0,Color and scent change after a while,I !ike the scent and the way it makes me feel.after my shower. I have used this product for over 3 years without a problem. My newest bottle has a problem though. Instead of being clear it is  now turning dark. It is the same color as ginger ale. The scent has lost some of its intensity as well. Has the formula been changed? Has anyone else had the same experience?,2000000000,True,2,MY_PRODUCT,2033-05-18 03:33:20,"Herbivore - Natural Sea Mist Texturizing Salt Spray (Coconut, 8 oz)",False
B007IAE5WY,B085BB7B1M,5.0,Amazing!,I LOVE these! They lather up SO well! Don’t get me started on the exfoliating portion of it! Leaves my skin feeling so very soft!,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,MUST HAVE !!!!!!!!!!!,"I have never in my life wrote any review for any product even if it's an excellent product. This's my third time purchasing this towel for one of my friends. I don't like to exaggerate, but this towel is nothing like every lofa I used in my life before. It changed the texture of my skin and now everyone is committing on it. Considering I have a moderate KP skin condition, this towel has helped a lot though I'm not using it alone, I also use KP cream and I'm constant with my laser sessions.However, this towel has helped a lot!!!!!!! MUST HAVE!",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Five Stars,Love these! Use them every other day to exfoliate!<br />Great for feet too!,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,4.0,If you can get through the first few uses then you will actually begin to like them. You definitely get exfoliated and feel refr,Purchased these as replacements for another brand that I had been using for years. Wow! They are very scratchy. If you can get through the first few uses then you will actually begin to like them. You definitely get exfoliated and feel refreshed after your shower. Would not recommend for anyone with tender or sensitive skin. Also they are very large compared to the typical store bought ones.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Love It,I've used this product for a long time now. I use with body scrub and my skin is soft all over.  It really works,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,This is a game changer for your skin!,"I LOVE, LOVE, LOVE these.<br /><br />This wash cloth has transformed my skin. Seriously.<br /><br />I'm over 40 and began to get bumps on my back. My skin seemed like it couldn't recover from months in bed after major surgery. I saw a dermatologist, who prescribed cream and recommended spray, but nothing really worked. The skin on my back and shoulders felt ""scaley.""<br /><br />I stumbled across this on Amazon, read the reviews and decided to give it a try. Wow. Within two weeks, all bumps were gone. My skin is silky smooth.<br /><br />I use the wash cloth 3 or 4 times a week. I DO NOT push hard on my skin. My husband used his wash cloth vigorously at first. He felt his made his skin more dry. When he started to use the cloth more delicately, he began to see amazing results on his ashy knees and elbows.<br /><br />As for me, my skin has never been more beautiful. The cloth is long enough that I can reach every part of my back, which is terrific considering I'm not fully recovered from spinal surgery. It isn't exactly cloth, either. It feels sort of like mesh...or maybe like a profession version of a store bought loofa (which also didn't work for me).<br /><br />I love this so much, my sister decided to order one. Her reaction? She said I did not do a good enough job explaining how incredible this wash cloth is!<br /><br />The wash cloth makes a LOT of lather. I put a quarter size amount of body wash in the center of the cloth and then I lather the cloth 10-15 seconds. If it seems like the soap isn't lathering enough, I add a bit of water. That always does the trick. I have used significantly less body wash since I started using this cloth.<br /><br />The cloth itself rinses clean and has held up perfectly. I've had mine for about 2 months now. It still looks brand new. My husband's is also in pristine condition.<br /><br />For the softest skin in your life, order this. Exfoliate in the shower. Be gentle! Apply moisturizer when you get out. I moisturize while my skin is still damp. Sometimes, I put an extra layer on my arms and legs when they've dried. No more bumps or scales. Rough, dry skin is gone. My skin glows. Yours will, too.<br /><br />I wish I found this cloth sooner!",2000000000,True,10,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Love the size,"Love the size, great price.  Have been using these for several years.  Love it.  Love the compliments on the health and vitality of my skin too.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Performed 100% as Advertised,It did as advertised! Lather was exceptional and my skin was so smooth afterwards.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B00YQ6X8EO,B00YQ6X8EO,5.0,"Lightweight, easy to apply, and smells great",I am a big fan of the glass bottle; I know that might be an unpopular opinion.,2000000000,True,0,MY_PRODUCT,2033-05-18 03:33:20,"Herbivore - Natural Sea Mist Texturizing Salt Spray (Coconut, 8 oz)",False
B007IAE5WY,B085BB7B1M,5.0,Five Stars,great price and love this product. gets your body nice and clean,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,This thing is the business,"I wasn't sure what to expect, but someone recommended this to me and I figured the price was right.<br /><br />Well.<br /><br />After one use, my skin is noticeably smoother and silkier. It's like magic. It's scratchy, yes, but not painfully so. Just scrubby-feeling. It's long, too, so you can get your back and shoulders no problem.<br /><br />Highly recommend for anyone who'd like to get some good old-fashioned exfoliation while showering, without having to use scrubs or other products.<br /><br />Don't forget to moisturize after you use it. Use lotion with lots of glycerin while your skin's still damp, and you'll be amazed at the results.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Love,Great to exfoliate skin in the bath or shower. Addicted to them!,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,These things are awesome. Very rough and really work to scrub down ...,These things are awesome. Very rough and really work to scrub down and get a deep exfoliation. They dry very quick and are very affordable. Would 100% buy again. One suggestion. Do not use these everyday. Maybe every other or third day because one wash is very deep.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,I LOVE these towels,I LOVE these towels. You get the benefits of a loofah with a towel you can throw in the wash. I even have one in my travel bag.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Great buy,Great exfoliator for whole body. The roughness last longer than expected.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Better than any Loofa you’ll find!,"This is an amazing product! I love it! My skin feels refreshed and sooo clean!!! So easy to use, and rinses easily. I gave one to my Bestie, and she thinks so too!!",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,New skin who dis,"These are life changing. Be careful, they're rougher than you'd expect, but that's what makes them so wonderful. For a gentler scrub, roll it into a burrito and put soap on it. Use it in one layer for brand new silky soft skin. Keep it long so you can reach your back.<br />08/20/17<br />I'm still obsessed with these washcloths. My legs are silky smooth and I have much less ingrowns now. My skin has built up a tolerance for how scrubby these are but I still encourage you to start gently. Rolling them up definitely makes them more gentle. They dry so fast, making them amazing for travel. Some people use them on their face but it would be far too rough for mine.",2000000000,True,4,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Five Stars,"These are honestly life changing. Just click the button, but it now and you'll never use anything else.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Game changer,"Game changer. They're rough for sure and take some getting used to, but they really allow you to scrub your entire body. I was never able to properly wash my back until these.<br /><br />Also, they're way more durable than I thought, and great for travel since the nylon dries super quickly.",2000000000,True,1,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,"Seriously, ditch the pouf. You NEED this :)","My new love- Good bye pouf balls. This is amazing, really feels like it is exfoliating, especially now with my dry itchy winter skin. I love this. Kept one, will be giving the other two away with nice shower stuff as gifts, then will order more for myself. I wish I had of found these years ago.<br /><br />Adding to previous review- I am finally ordering another 3 pack. I gave away 2 of the first 3 pack as stocking stuffers to family. Now everyone in my family is talking about these and wanting them. *Please note, if you have really sensitive skin (like me) these work great, just remember don't scrub as hard as you would with your everyday pouf ball thing. These do the exfoliating job just great without lots of pressure. Also, mine has held up beautifully. I throw it in the wash and air dry, still looks new. I really love how I can use on back. I know it sounds silly to get this lathered up (hahahaha) over a product, but this is a game changer.",2000000000,True,4,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Stimulating towel!,Exactly as described! Works wonderfully! #100 is exfoliating enough!,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Great Product!,"I am extremely pleased with this product. I have breakouts on my back and wanted something to help clear them up. This is it. It lives up to its rave reviews found online. Skin feels great. Never felt so clean. Lathers quickly and lasts long. No extra soap needed. Little goes a long way. Long length makes back washing easy. Dries quickly and cleanly. Definite repurchase. Thanks, Salux!",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,A Bit of Heaven,"This is an unbelievably awesome item.  Its a bit of heaven with you in the shower. It has an abrasive feel, which is great and your skin comes alive during the washing process.  The fact that just one application of your body wash lasts the entire shower is reason enough to buy this amazing product. The cloth is long and you can hold the ends and shimmy it down the back of your body.  No more need of a shower brush.  I do, however, use a wash cloth on more sensitive areas. (i.e.: lady parts).  This is, without a doubt, the very best product for your shower.  I don't leave home without one.  I plan on buying one for everyone I know as a stocking stuffer for Christmas.  LOVE IT",2000000000,True,1,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,1.0,Not too happy with them!,"I’ve been using these for years and usually order on eBay but I ordered a pack of 3 off Amazon and they were just too soft once wet and soapy and I’m very disappointed. Same brand, same packaging. The ones I have gotten over the years were very rough. That’s what I’ve know them to be. They scrub that’a what I love about them especially for my back. But these suck and feel like a regular cloth rag to me! Not happy!",2000000000,True,2,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,True
B007IAE5WY,B085BB7B1M,5.0,Feels nice,"Really, really fast shipping. I bought the item from Green Forest and it got to me very quickly. The Salux cloths seem to be authentic and do not smell bad. They feel great. I hope this will help my skin!",2000000000,True,1,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,... these in a resort in Malaysia - totally in love because it allows you really to clean your back ...,Discovered these in a resort in Malaysia - totally in love because it allows you really to clean your back and neck - hard to reach spots!,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Five Stars,Great cheap cloths if you love that &#34;scrubbed&#34; feeling after a shower!,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Works!,"I read about this on one of those buzzfeed articles, and I’m glad I listened. It is a great exfoliator. Just follow instructions that are printed on the packaging and you are good to go. Of course given the materials it will feel a bit rough, but that is why it works great. Lotion just glides on better and skin feels softer and looks lighter. Def recommend.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Better than your traditional cleaning wash cloth,"Great purchase, gives a really good clean. Takes a little getting used to but after a couple of times you will be okay.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Five Stars,Way more abrasive for way longer than the western ones you get at the store.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Best scrubber for life,"The best scrubber ever my ex introduced me to them and when we split she kept ours so I was searching all over the place on where to get it and I had finally found it it's really great that it comes in a pack if three, that way you can share it with the family",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Gotta Have Them,Gets the crud off and feels like a salt scrub all in one 😬 We keep them I. Each shower and both travel bags. Gave as gifts to several friends. Best way to scrub your back to get all spots by yourself because it’s flexible; not stiff like long handled brushes or small like loofahs ❣️,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Everyone NEEDS.,"Listen. My skin suffers from winter depression, dry flaky BLAH. This thing never leaves my shower. My dry skin is lightly exfoliated and I find I get a extra close shave on my legs if I exfoliate before and after! I also use a separate one for my face and lightly (LIGHTLY) exfoliate before using my face wash and have noticed my fine lines are smoothing out as well! WIN!",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,3.0,As described,"I like them. They are definitely good for exfoliating, and the long length makes it easy to get your own backside. They also dry quickly.<br /><br />I do think they’re a bit overpriced for what they are (basically just plastic), so I think in the future I will just go back to buying exfoliator product in a tube because it will create less waste.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,1.0,Poor. I had to return because it seems different ...,Poor. I had to return because it seems different from ones I purchased at local stores. But<br />you be the judge.,2000000000,True,2,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,True
B007IAE5WY,B085BB7B1M,5.0,Five Stars,"Love these. Seem more hygenic than loofahs, but still exfoliating and clean feeling.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Amazing! Lifelong fan.,Amazing! I have purchased 3 packs. I kept some for myself and I have shared the rest with family. I use these cloths from head to toe. I ditched my spinbrush and began using my Salux Cloth to exfoliate and cleanse my face. My face has cleared up and this cloth has helped me to reduce acne and ingrown hair bumps. I hate using regular wash cloths now; I only feel genuinely clean with the use of my Salux cloths.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Worked miracles on my keratosis pilaris,"Amazing product. I use these twice a week in the shower and the keratosis pilaris on my arms and legs is down about 90% with no other treatment. I use them folded up with body wash for most of my body, but they are long enough that you can grab both ends and give your back a good scrub too!",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Great washcloths!,I have been using Salux washcloths for twenty years and hate when I travel and don't have it with me; I don't feel clean without it!,2000000000,False,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,3.0,Super poor quality,I have always used this product for years and these last washcloths I received are a really poor representation of what I have come to expect.  The manufacturer if is really bad quality and the ends are are frayed and the washcloths are unraveling.  I don’t know if the quality of this product has just gone severely downhill or if these are knock-offs.,2000000000,True,1,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Amazing,The best product for exfoliating tough to remove dead skin. I love the large size.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,this has helped me exfoliate my skin like no other,"I bought this in March '16 and I have to say... this has helped me exfoliate my skin like no other. It is a bit rough when you first try it and I've now decided to use it every other day, but I love how this softens my skin versus the exfoliating gloves that I typically use.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Love these towels,These towels are awesome. They exfoliate and clean your body/skin like no other. Excellent quality and they last forever. You will never use a washcloth again,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,I love these! I use them for bodily physical exfoliation ...,"I love these!  I use them for bodily physical exfoliation everyday.  They are a bit rough, think brillo pad, and I wouldn't use them on face/genital areas.  These combined with Kojie San will have your skin bright and smooth.  I suggest replacing every 2 months or when they lose their abrasiveness.",2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Salux is the best thing since sliced bread,"I love these cleansing cloths! I've been using them for about 2 years now and at this point, can't live without one in my shower. They make my shower gels lather perfectly and they scrub my skin w/o being too hard on it. I use less shower gel and get better results. I don't feel nearly as clean using a washcloth as I do using the Salux cloth. I used to use nylon poufs but they can't hold a candle to my Salux; they just don't exfoliate as well. I often rinse it and lightly scrub my skin as I rinse off lather and my skin feels even cleaner that way. Another great feature is the long length, I can clean my back easily.<br /><br />Maybe it's because of the large amount of suds created, but I can smell my shower gels a LOT more using my Salux cloth than a washcloth. I love using scented shower gels and my Salux makes them more noticeable to me.<br /><br />It's great for the gym too, I roll it in a towel to dry and leave it hanging in my locker. It dries almost 100% that way so no worries about a funky smelling washcloth in the locker or gym bag.<br /><br />I wash mine weekly in the laundry with towels, using hot water and oxiclean, and they come out great. Mine last about a year before they get a little too ratty. I buy them in threes so I have some in the linen closet at all times.<br /><br />One thing that they were not great for was using with greasy skin scrubs. I ruined one using it with a scrub for dry skin, the oil never really came out of it, even after washing in hottest water.",2000000000,True,2,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
B007IAE5WY,B085BB7B1M,5.0,Great product.,These things work great. So much better than a standard washcloth.,2000000000,True,0,COMP_1,2033-05-18 03:33:20,Salux Nylon Japanese Beauty Skin Bath Wash Cloth/towel (3) Blue Yellow and Pink,False
